"","kegg_id","path","mono_mass","biofluids","diseases"
"5753","C08732","hmdb/HMDB30071.xml","378.18310932","
  ",""
"5754","C10100","hmdb/HMDB30075.xml","760.28836225","
  ",""
"5755","C10545","hmdb/HMDB30087.xml","372.1572885","
  ",""
"5756","C09873","hmdb/HMDB30089.xml","136.125200512","
  ",""
"5757","C09833","hmdb/HMDB30090.xml","286.084123558","
  ",""
"5758","C08349","hmdb/HMDB30091.xml","179.079372531","
  ",""
"5759","C08376","hmdb/HMDB30092.xml","436.500802048","
  ",""
"5760","C10445","hmdb/HMDB30093.xml","516.126776232","
  ",""
"5761","C08619","hmdb/HMDB30094.xml","456.360345402","
  ",""
"5762","C16289","hmdb/HMDB30096.xml","621.109174374","
  ",""
"5763","C11821","hmdb/HMDB30097.xml","184.023254636","
  ",""
"5764","C10457","hmdb/HMDB30111.xml","316.094688244","
  ",""
"5765","C08911","hmdb/HMDB30118.xml","1228.608812488","
  ",""
"5766","C01390","hmdb/HMDB30124.xml","86.073164942","
  ",""
"5767","C02061","hmdb/HMDB30129.xml","680.553231548","
  ",""
"5768","C10385","hmdb/HMDB30130.xml","748.615831804","
  ",""
"5769","C08739","hmdb/HMDB30144.xml","290.07903818","
  ",""
"5770","C10723","hmdb/HMDB30165.xml","360.193674006","
  ",""
"5771","C09598","hmdb/HMDB30172.xml","608.288637022","
  ",""
"5772","C16761","hmdb/HMDB30173.xml","683.07104859","
  ",""
"5773","C17060","hmdb/HMDB30174.xml","622.304287086","
  ",""
"5774","C05191","hmdb/HMDB30176.xml","317.068807845","
  ",""
"5775","C10643","hmdb/HMDB30177.xml","285.100107973","
  ",""
"5776","C02633","hmdb/HMDB30180.xml","480.308703762","
  ",""
"5777","C09549","hmdb/HMDB30184.xml","341.162708229","
  ",""
"5778","C10676","hmdb/HMDB30195.xml","229.073893223","
  ",""
"5779","C10003","hmdb/HMDB30199.xml","500.336255916","
  ",""
"5780","C17592","hmdb/HMDB30211.xml","343.178358293","
  ",""
"5781","C16996","hmdb/HMDB30228.xml","252.053492132","
  ",""
"5782","C09720","hmdb/HMDB30232.xml","220.18271539","
  ",""
"5783","C09591","hmdb/HMDB30246.xml","445.173666845","
  ",""
"5784","C09594","hmdb/HMDB30248.xml","299.152143543","
  ",""
"5785","C09423","hmdb/HMDB30259.xml","313.167793607","
  ",""
"5786","C09235","hmdb/HMDB30260.xml","282.209598842","
  ",""
"5787","C09915","hmdb/HMDB30267.xml","161.084063979","
  ",""
"5788","C10135","hmdb/HMDB30272.xml","478.377058098","
  ",""
"5789","C10577","hmdb/HMDB30274.xml","417.189985611","
  ",""
"5790","C09097","hmdb/HMDB30281.xml","360.231396916","
  ",""
"5791","C11379","hmdb/HMDB30282.xml","294.173213336","
  ",""
"5792","C06523","hmdb/HMDB30285.xml","127.136099549","
  ",""
"5793","C06521","hmdb/HMDB30290.xml","224.1888634","
  ",""
"5794","C10142","hmdb/HMDB30305.xml","221.141578857","
  ",""
"5795","C06536","hmdb/HMDB30310.xml","214.11061308","
  ",""
"5796","C06538","hmdb/HMDB30311.xml","212.094963016","
  ",""
"5797","C09220","hmdb/HMDB30318.xml","331.193614427","
  ",""
"5798","C13782","hmdb/HMDB30323.xml","435.240958549","
  ",""
"5799","C06182","hmdb/HMDB30325.xml","141.115364107","
  ",""
"5800","C06184","hmdb/HMDB30326.xml","155.131014171","
  ",""
"5801","C09231","hmdb/HMDB30327.xml","264.089877638","
  ",""
"5802","C10359","hmdb/HMDB30328.xml","381.178752223","
  ",""
"5803","C10864","hmdb/HMDB30338.xml","141.115364107","
  ",""
"5804","C10166","hmdb/HMDB30341.xml","317.126322723","
  ",""
"5805","C09611","hmdb/HMDB30344.xml","311.152143543","
  ",""
"5806","C09910","hmdb/HMDB30346.xml","147.104799421","
  ",""
"5807","C09984","hmdb/HMDB30347.xml","268.170139331","
  ",""
"5808","C09339","hmdb/HMDB30348.xml","265.110278729","
  ",""
"5809","C10642","hmdb/HMDB30351.xml","250.11061308","
  ",""
"5810","C10128","hmdb/HMDB30352.xml","141.078978601","
  ",""
"5811","C10129","hmdb/HMDB30353.xml","155.094628665","
  ",""
"5812","C09912","hmdb/HMDB30354.xml","207.137162181","
  ",""
"5813","C09041","hmdb/HMDB30358.xml","338.199428086","
  ",""
"5814","C09042","hmdb/HMDB30361.xml","354.230728214","
  ",""
"5815","C08289","hmdb/HMDB30376.xml","199.059305791","
  ",""
"5816","C10160","hmdb/HMDB30386.xml","146.08439833","
  ",""
"5817","C17615","hmdb/HMDB30392.xml","530.310435096","
  ",""
"5818","C00806","hmdb/HMDB30396.xml","204.089877638","
  ",""
"5819","C16787","hmdb/HMDB30401.xml","413.183837601","
  ",""
"5820","C17213","hmdb/HMDB30406.xml","163.066699355","
  ",""
"5821","C08298","hmdb/HMDB30412.xml","160.048406754","
  ",""
"5822","C01945","hmdb/HMDB30441.xml","804.465992262","
  ",""
"5823","C06896","hmdb/HMDB30451.xml","423.055876671","
  ",""
"5824","C02010","hmdb/HMDB30452.xml","422.202615982","
  ",""
"5825","C08308","hmdb/HMDB30459.xml","580.31216643","
  ",""
"5826","C08307","hmdb/HMDB30461.xml","566.296516366","
  ",""
"5827","C07608","hmdb/HMDB30463.xml","536.386560152","
  ",""
"5828","C16755","hmdb/HMDB30474.xml","328.058302738","
  ",""
"5829","C16754","hmdb/HMDB30475.xml","330.073952802","
  ",""
"5830","C16756","hmdb/HMDB30479.xml","328.058302738","
  ",""
"5831","C02161","hmdb/HMDB30483.xml","212.05857751","
  ",""
"5832","C06827","hmdb/HMDB30500.xml","365.104541423","
  ",""
"5833","C12030","hmdb/HMDB30515.xml","3318.563277545","
  ",""
"5834","C11269","hmdb/HMDB30520.xml","823.354090823","
  ",""
"5835","C10526","hmdb/HMDB30521.xml","286.120509064","
  ",""
"5836","C14437","hmdb/HMDB30524.xml","166.986340545","
  ",""
"5837","C10190","hmdb/HMDB30539.xml","372.120902994","
  ",""
"5838","C14154","hmdb/HMDB30554.xml","410.318480588","
  ",""
"5839","C10275","hmdb/HMDB30564.xml","390.13146768","
  ",""
"5840","C10187","hmdb/HMDB30569.xml","462.116211546","
  ",""
"5841","C14472","hmdb/HMDB30575.xml","342.110338308","
  ",""
"5842","C10292","hmdb/HMDB30579.xml","288.099773622","
  ",""
"5843","C07610","hmdb/HMDB30583.xml","482.121296924","
  ",""
"5844","C00961","hmdb/HMDB30588.xml","324.063388116","
  ",""
"5845","C03686","hmdb/HMDB30589.xml","338.07903818","
  ",""
"5846","C10725","hmdb/HMDB30598.xml","374.136553058","
  ",""
"5847","C09979","hmdb/HMDB30608.xml","602.360739332","
  ",""
"5848","C16416","hmdb/HMDB30610.xml","340.13107375","
  ",""
"5849","C10114","hmdb/HMDB30614.xml","448.100561482","
  ",""
"5850","C10520","hmdb/HMDB30617.xml","300.063388116","
  ",""
"5851","C17868","hmdb/HMDB30620.xml","438.167853186","
  ",""
"5852","C09282","hmdb/HMDB30622.xml","286.084123558","
  ",""
"5853","C10213","hmdb/HMDB30632.xml","936.086881068","
  ",""
"5854","C08948","hmdb/HMDB30634.xml","274.084123558","
  ",""
"5855","C08929","hmdb/HMDB30635.xml","274.084123558","
  ",""
"5856","C01557","hmdb/HMDB30637.xml","216.042258744","
  ",""
"5857","C12625","hmdb/HMDB30640.xml","532.121690854","
  ",""
"5858","C09141","hmdb/HMDB30651.xml","334.10525293","
  ",""
"5859","C11254","hmdb/HMDB30658.xml","492.090390726","
  ",""
"5860","C09308","hmdb/HMDB30666.xml","356.162373878","
  ",""
"5861","C04293","hmdb/HMDB30667.xml","300.063388116","
  ",""
"5862","C10315","hmdb/HMDB30670.xml","254.057908808","
  ",""
"5863","C06738","hmdb/HMDB30677.xml","164.047344122","
  ",""
"5864","C08604","hmdb/HMDB30684.xml","449.108386514","Urine",""
"5865","C17867","hmdb/HMDB30687.xml","418.141638436","
  ",""
"5866","C16312","hmdb/HMDB30693.xml","627.156124566","
  ",""
"5867","C08340","hmdb/HMDB30697.xml","275.100501903","
  ",""
"5868","C02168","hmdb/HMDB30699.xml","254.057908808","
  ",""
"5869","C10063","hmdb/HMDB30700.xml","396.1572885","
  ",""
"5870","C01855","hmdb/HMDB30704.xml","311.100501903","
  ",""
"5871","C10468","hmdb/HMDB30705.xml","516.126776232","Blood",""
"5872","C10195","hmdb/HMDB30708.xml","594.15847029","
  ",""
"5873","C10558","hmdb/HMDB30709.xml","358.141638436","
  ",""
"5874","C10527","hmdb/HMDB30718.xml","298.084123558","
  ",""
"5875","C10054","hmdb/HMDB30723.xml","228.042258744","
  ",""
"5876","C10061","hmdb/HMDB30724.xml","228.042258744","
  ",""
"5877","C10449","hmdb/HMDB30725.xml","222.089208936","
  ",""
"5878","C09479","hmdb/HMDB30727.xml","328.094688244","
  ",""
"5879","C09806","hmdb/HMDB30748.xml","610.189770418","
  ",""
"5880","C10476","hmdb/HMDB30762.xml","206.094294314","
  ",""
"5881","C06988","hmdb/HMDB30769.xml","218.057908808","
  ",""
"5882","C10702","hmdb/HMDB30770.xml","204.115029756","
  ",""
"5883","C03840","hmdb/HMDB30773.xml","174.031694058","
  ",""
"5884","C10073","hmdb/HMDB30775.xml","464.095476104","
  ",""
"5885","C11918","hmdb/HMDB30776.xml","126.031694058","
  ",""
"5886","C12140","hmdb/HMDB30777.xml","493.134601264","Blood/Urine",""
"5887","C09276","hmdb/HMDB30786.xml","246.089208936","
  ",""
"5888","C09926","hmdb/HMDB30791.xml","276.099773622","
  ",""
"5889","C10085","hmdb/HMDB30794.xml","544.246103506","
  ",""
"5890","C10105","hmdb/HMDB30796.xml","302.042652674","
  ",""
"5891","C10482","hmdb/HMDB30801.xml","278.188194698","
  ",""
"5892","C10118","hmdb/HMDB30802.xml","332.05321736","
  ",""
"5893","C10119","hmdb/HMDB30804.xml","316.058302738","
  ",""
"5894","C10274","hmdb/HMDB30807.xml","286.084123558","
  ",""
"5895","C09827","hmdb/HMDB30808.xml","256.073558872","
  ",""
"5896","C09982","hmdb/HMDB30812.xml","360.084517488","
  ",""
"5897","C09311","hmdb/HMDB30818.xml","206.057908808","
  ",""
"5898","C09263","hmdb/HMDB30819.xml","178.02660868","
  ",""
"5899","C09264","hmdb/HMDB30820.xml","340.07943211","
  ",""
"5900","C09206","hmdb/HMDB30821.xml","340.07943211","
  ",""
"5901","C12128","hmdb/HMDB30822.xml","274.084123558","
  ",""
"5902","C09320","hmdb/HMDB30823.xml","274.084123558","
  ",""
"5903","C10294","hmdb/HMDB30829.xml","270.05282343","
  ",""
"5904","C16838","hmdb/HMDB30831.xml","258.05282343","
  ",""
"5905","C10018","hmdb/HMDB30832.xml","538.089996796","
  ",""
"5906","C14985","hmdb/HMDB30842.xml","312.099773622","
  ",""
"5907","C04858","hmdb/HMDB30843.xml","564.147905604","
  ",""
"5908","C09116","hmdb/HMDB30845.xml","426.167853186","
  ",""
"5909","C10070","hmdb/HMDB30871.xml","258.05282343","
  ",""
"5910","C09309","hmdb/HMDB30884.xml","424.136946988","
  ",""
"5911","C08342","hmdb/HMDB30934.xml","359.085245769","
  ",""
"5912","C08465","hmdb/HMDB30947.xml","258.089208936","
  ",""
"5913","C17091","hmdb/HMDB30955.xml","247.193614427","
  ",""
"5914","C08364","hmdb/HMDB30963.xml","278.224580204","
  ",""
"5915","C10770","hmdb/HMDB30983.xml","318.255880332","
  ",""
"5916","C19827","hmdb/HMDB30995.xml","294.219494826","
  ",""
"5917","C16320","hmdb/HMDB30996.xml","292.203844762","
  ",""
"5918","C12100","hmdb/HMDB30997.xml","268.240230268","
  ",""
"5919","C10809","hmdb/HMDB31009.xml","320.271530396","
  ",""
"5920","C14996","hmdb/HMDB31019.xml","184.18271539","
  ",""
"5921","C08379","hmdb/HMDB31036.xml","450.480066606","
  ",""
"5922","C16536","hmdb/HMDB31046.xml","268.240230268","
  ",""
"5923","C01948","hmdb/HMDB31078.xml","226.229665582","
  ",""
"5924","C13870","hmdb/HMDB31094.xml","302.172938564","
  ",""
"5925","C05307","hmdb/HMDB31146.xml","906.51457789","
  ",""
"5926","C02880","hmdb/HMDB31148.xml","610.206661988","
  ",""
"5927","C16323","hmdb/HMDB31152.xml","138.10446507","
  ",""
"5928","C01857","hmdb/HMDB31188.xml","75.99828544","
  ",""
"5929","C19806","hmdb/HMDB31193.xml","176.032087988","
  ",""
"5930","C14743","hmdb/HMDB31195.xml","138.10446507","
  ",""
"5931","C19309","hmdb/HMDB31209.xml","86.036779436","
  ",""
"5932","C14687","hmdb/HMDB31213.xml","90.068079564","
  ",""
"5933","C00849","hmdb/HMDB31217.xml","88.0524295","Urine","Breast cancer/Urine"
"5934","C03500","hmdb/HMDB31218.xml","130.062994186","
  ",""
"5935","C01537","hmdb/HMDB31219.xml","89.047678473","
  ",""
"5936","C18748","hmdb/HMDB31224.xml","255.920920312","
  ",""
"5937","C02498","hmdb/HMDB31231.xml","130.135765198","
  ",""
"5938","C03219","hmdb/HMDB31243.xml","72.057514878","
  ",""
"5939","C08382","hmdb/HMDB31258.xml","187.891653578","
  ",""
"5940","C14696","hmdb/HMDB31265.xml","144.151415262","
  ",""
"5941","C08452","hmdb/HMDB31270.xml","126.140850576","
  ",""
"5942","C17145","hmdb/HMDB31295.xml","128.120115134","
  ",""
"5943","C14272","hmdb/HMDB31299.xml","128.120115134","
  ",""
"5944","C06548","hmdb/HMDB31305.xml","44.02621475","
  ",""
"5945","C02975","hmdb/HMDB31307.xml","158.094294314","
  ",""
"5946","C15513","hmdb/HMDB31310.xml","150.068079564","
  ",""
"5947","C12288","hmdb/HMDB31313.xml","202.135765198","
  ",""
"5948","C12304","hmdb/HMDB31325.xml","116.083729628","
  ",""
"5949","C19355","hmdb/HMDB31327.xml","118.099379692","
  ",""
"5950","C07561","hmdb/HMDB31330.xml","151.875410828","
  ",""
"5951","C06755","hmdb/HMDB31331.xml","93.982157047","
  ",""
"5952","C19160","hmdb/HMDB31332.xml","80.002892489","
  ",""
"5953","C18676","hmdb/HMDB31334.xml","110.013457175","
  ",""
"5954","C02824","hmdb/HMDB31340.xml","179.061613977","
  ",""
"5955","C09822","hmdb/HMDB31342.xml","128.083729628","
  ",""
"5956","C06105","hmdb/HMDB31344.xml","112.0524295","
  ",""
"5957","C12297","hmdb/HMDB31352.xml","142.099379692","
  ",""
"5958","C04771","hmdb/HMDB31398.xml","594.449554338","
  ",""
"5959","C00571","hmdb/HMDB31404.xml","99.104799421","
  ",""
"5960","C00557","hmdb/HMDB31407.xml","84.057514878","
  ",""
"5961","C14704","hmdb/HMDB31419.xml","74.048012824","
  ",""
"5962","C03659","hmdb/HMDB31437.xml","194.07903818","
  ",""
"5963","C08624","hmdb/HMDB31438.xml","426.386166222","
  ",""
"5964","C08374","hmdb/HMDB31444.xml","170.203450832","
  ",""
"5965","C01443","hmdb/HMDB31448.xml","584.283276872","
  ",""
"5966","C03365","hmdb/HMDB31449.xml","194.07903818","
  ",""
"5967","C10871","hmdb/HMDB31452.xml","414.13146768","
  ",""
"5968","C10219","hmdb/HMDB31457.xml","634.0806139","
  ",""
"5969","C08620","hmdb/HMDB31458.xml","595.166295322","Urine",""
"5970","C15549","hmdb/HMDB31460.xml","207.080989974","
  ",""
"5971","C10494","hmdb/HMDB31463.xml","276.172544634","
  ",""
"5972","C17846","hmdb/HMDB31469.xml","208.109944378","
  ",""
"5973","C08373","hmdb/HMDB31472.xml","150.053691828","
  ",""
"5974","C01871","hmdb/HMDB31474.xml","120.006741636","
  ",""
"5975","C14390","hmdb/HMDB31475.xml","114.10446507","
  ",""
"5976","C19122","hmdb/HMDB31489.xml","261.808030864","
  ",""
"5977","C08497","hmdb/HMDB31496.xml","98.073164942","
  ",""
"5978","C16310","hmdb/HMDB31498.xml","98.073164942","
  ",""
"5979","C06366","hmdb/HMDB31506.xml","159.173547687","
  ",""
"5980","C00497","hmdb/HMDB31518.xml","134.021523302","
  ",""
"5981","C00830","hmdb/HMDB31522.xml","117.990223174","
  ",""
"5982","C17530","hmdb/HMDB31523.xml","74.036779436","
  ",""
"5983","C18447","hmdb/HMDB31524.xml","93.941812743","
  ",""
"5984","C02223","hmdb/HMDB31526.xml","86.073164942","
  ",""
"5985","C12296","hmdb/HMDB31528.xml","130.099379692","
  ",""
"5986","C02271","hmdb/HMDB31548.xml","83.953355478","
  ",""
"5987","C12285","hmdb/HMDB31554.xml","396.014550705","
  ",""
"5988","C15508","hmdb/HMDB31558.xml","58.041864814","
  ",""
"5989","C14452","hmdb/HMDB31581.xml","87.068413915","
  ",""
"5990","C02181","hmdb/HMDB31609.xml","152.047344122","
  ",""
"5991","C08391","hmdb/HMDB31634.xml","76.034670946","
  ",""
"5992","C19285","hmdb/HMDB31642.xml","100.063662888","
  ",""
"5993","C06244","hmdb/HMDB31645.xml","59.037113787","
  ",""
"5994","C00511","hmdb/HMDB31647.xml","72.021129372","
  ",""
"5995","C15499","hmdb/HMDB31648.xml","100.0524295","
  ",""
"5996","C02001","hmdb/HMDB31652.xml","58.041864814","
  ",""
"5997","C10419","hmdb/HMDB31657.xml","302.07903818","
  ",""
"5998","C02640","hmdb/HMDB31659.xml","87.104799421","
  ",""
"5999","C02272","hmdb/HMDB31666.xml","90.05032101","
  ",""
"6000","C18754","hmdb/HMDB31669.xml","346.910810055","
  ",""
"6001","C10674","hmdb/HMDB31704.xml","212.068473494","
  ",""
"6002","C14314","hmdb/HMDB31715.xml","270.05282343","Urine",""
"6003","C02920","hmdb/HMDB31720.xml","284.068473494","
  ",""
"6004","C05654","hmdb/HMDB31727.xml","307.962121205","
  ",""
"6005","C09981","hmdb/HMDB31752.xml","318.146723814","
  ",""
"6006","C10066","hmdb/HMDB31760.xml","258.05282343","
  ",""
"6007","C10928","hmdb/HMDB31766.xml","269.118256596","
  ",""
"6008","C10896","hmdb/HMDB31767.xml","290.137890462","
  ",""
"6009","C15230","hmdb/HMDB31768.xml","288.09490174","
  ",""
"6010","C10897","hmdb/HMDB31769.xml","191.069476547","
  ",""
"6011","C14291","hmdb/HMDB31770.xml","221.105193351","
  ",""
"6012","C14427","hmdb/HMDB31778.xml","310.032061659","
  ",""
"6013","C11111","hmdb/HMDB31779.xml","290.064650444","
  ",""
"6014","C18574","hmdb/HMDB31780.xml","295.971418762","
  ",""
"6015","C14436","hmdb/HMDB31781.xml","310.025107616","
  ",""
"6016","C18649","hmdb/HMDB31782.xml","225.082349419","
  ",""
"6017","C18985","hmdb/HMDB31783.xml","292.064664244","
  ",""
"6018","C18659","hmdb/HMDB31787.xml","303.105800777","
  ",""
"6019","C15435","hmdb/HMDB31788.xml","1054.40966026","
  ",""
"6020","C18728","hmdb/HMDB31789.xml","410.032876391","
  ",""
"6021","C18729","hmdb/HMDB31790.xml","368.022311705","
  ",""
"6022","C10988","hmdb/HMDB31791.xml","419.128821282","
  ",""
"6023","C18860","hmdb/HMDB31792.xml","294.902832188","
  ",""
"6024","C18660","hmdb/HMDB31793.xml","250.016173091","
  ",""
"6025","C18739","hmdb/HMDB31794.xml","296.048318494","
  ",""
"6026","C11208","hmdb/HMDB31795.xml","329.033396711","
  ",""
"6027","C11002","hmdb/HMDB31796.xml","345.116365463","
  ",""
"6028","C18418","hmdb/HMDB31797.xml","193.110278729","
  ",""
"6029","C19039","hmdb/HMDB31799.xml","282.173213336","
  ",""
"6030","C18661","hmdb/HMDB31800.xml","329.052050647","
  ",""
"6031","C10947","hmdb/HMDB31802.xml","279.147058165","
  ",""
"6032","C18667","hmdb/HMDB31803.xml","141.001335707","
  ",""
"6033","C11196","hmdb/HMDB31804.xml","162.046298264","
  ",""
"6034","C18663","hmdb/HMDB31805.xml","223.060959075","
  ",""
"6035","C18749","hmdb/HMDB31806.xml","377.782575932","
  ",""
"6036","C18897","hmdb/HMDB31808.xml","258.876139109","
  ",""
"6037","C18492","hmdb/HMDB31809.xml","189.036067929","
  ",""
"6038","C11285","hmdb/HMDB31810.xml","297.303164875","
  ",""
"6039","C18771","hmdb/HMDB31811.xml","179.094628665","
  ",""
"6040","C01495","hmdb/HMDB31816.xml","238.062994186","
  ",""
"6041","C06576","hmdb/HMDB31817.xml","150.10446507","
  ",""
"6042","C14467","hmdb/HMDB31821.xml","208.125200512","
  ",""
"6043","C13297","hmdb/HMDB31846.xml","194.167065326","
  ",""
"6044","C15469","hmdb/HMDB31848.xml","360.230059512","
  ",""
"6045","C10454","hmdb/HMDB31864.xml","178.099379692","
  ",""
"6046","C09808","hmdb/HMDB31876.xml","248.125988372","
  ",""
"6047","C16792","hmdb/HMDB31928.xml","278.188194698","
  ",""
"6048","C03872","hmdb/HMDB31950.xml","228.05112267","
  ",""
"6049","C10023","hmdb/HMDB31991.xml","576.18429111","
  ",""
"6050","C06317","hmdb/HMDB32012.xml","154.062994186","
  ",""
"6051","C14163","hmdb/HMDB32018.xml","214.062994186","
  ",""
"6052","C07453","hmdb/HMDB32020.xml","167.094628665","
  ",""
"6053","C01751","hmdb/HMDB32037.xml","110.036779436","
  ",""
"6054","C01408","hmdb/HMDB32039.xml","212.083729628","
  ",""
"6055","C19346","hmdb/HMDB32040.xml","242.057908808","
  ",""
"6056","C06354","hmdb/HMDB32049.xml","182.073164942","
  ",""
"6057","C12300","hmdb/HMDB32051.xml","196.146329884","
  ",""
"6058","C02997","hmdb/HMDB32055.xml","197.080041233","
  ",""
"6059","C12623","hmdb/HMDB32057.xml","180.042258744","
  ",""
"6060","C14841","hmdb/HMDB32059.xml","171.952377429","
  ",""
"6061","C16924","hmdb/HMDB32061.xml","188.083729628","
  ",""
"6062","C14200","hmdb/HMDB32063.xml","150.10446507","
  ",""
"6063","C17854","hmdb/HMDB32064.xml","190.099379692","
  ",""
"6064","C01963","hmdb/HMDB32075.xml","150.068079564","
  ",""
"6065","C14521","hmdb/HMDB32079.xml","249.862890044","
  ",""
"6066","C16247","hmdb/HMDB32080.xml","249.862890044","
  ",""
"6067","C09752","hmdb/HMDB32104.xml","622.480854466","
  ",""
"6068","C04623","hmdb/HMDB32127.xml","351.914688823","
  ",""
"6069","C13624","hmdb/HMDB32133.xml","228.115029756","Urine",""
"6070","C02201","hmdb/HMDB32138.xml","166.062994186","
  ",""
"6071","C03764","hmdb/HMDB32141.xml","225.126597495","
  ",""
"6072","C03141","hmdb/HMDB32175.xml","241.073893223","
  ",""
"6073","C19575","hmdb/HMDB32178.xml","158.109550448","
  ",""
"6074","C18706","hmdb/HMDB32179.xml","73.089149357","
  ",""
"6075","C05821","hmdb/HMDB32199.xml","669.144217209","
  ",""
"6076","C00108","hmdb/HMDB32208.xml","275.188529049","
  ",""
"6077","C04308","hmdb/HMDB32231.xml","89.084063979","
  ",""
"6078","C01380","hmdb/HMDB32262.xml","62.036779436","
  ",""
"6079","C06551","hmdb/HMDB32273.xml","181.146664235","
  ",""
"6080","C01913","hmdb/HMDB32287.xml","211.953386163","
  ",""
"6081","C04067","hmdb/HMDB32306.xml","202.084123558","
  ",""
"6082","C03648","hmdb/HMDB32322.xml","290.07903818","
  ",""
"6083","C08306","hmdb/HMDB32323.xml","101.120449485","
  ",""
"6084","C17601","hmdb/HMDB32330.xml","84.021129372","
  ",""
"6085","C03107","hmdb/HMDB32331.xml","196.146329884","
  ",""
"6086","C03124","hmdb/HMDB32332.xml","148.048406754","
  ",""
"6087","C03962","hmdb/HMDB32368.xml","318.204238692","
  ",""
"6088","C14527","hmdb/HMDB32385.xml","100.0524295","
  ",""
"6089","C07874","hmdb/HMDB32386.xml","422.23382426","
  ",""
"6090","C06332","hmdb/HMDB32388.xml","193.073893223","
  ",""
"6091","C01602","hmdb/HMDB32455.xml","132.089877638","
  ",""
"6092","C07834","hmdb/HMDB32456.xml","132.07864425","
  ",""
"6093","C02088","hmdb/HMDB32462.xml","166.099379692","
  ",""
"6094","C14690","hmdb/HMDB32465.xml","189.195345761","
  ",""
"6095","C09921","hmdb/HMDB32469.xml","134.036779436","
  ",""
"6096","C06078","hmdb/HMDB32473.xml","136.125200512","
  ",""
"6097","C03885","hmdb/HMDB32488.xml","190.099379692","
  ",""
"6098","C13422","hmdb/HMDB32489.xml","184.146329884","
  ",""
"6099","C19524","hmdb/HMDB32523.xml","100.016043994","
  ",""
"6100","C14205","hmdb/HMDB32528.xml","206.167065326","
  ",""
"6101","C06771","hmdb/HMDB32538.xml","149.105193351","
  ",""
"6102","C14691","hmdb/HMDB32539.xml","101.120449485","
  ",""
"6103","C18992","hmdb/HMDB32554.xml","157.945683281","
  ",""
"6104","C14302","hmdb/HMDB32559.xml","240.074621504","
  ",""
"6105","C19119","hmdb/HMDB32560.xml","282.08518619","
  ",""
"6106","C11016","hmdb/HMDB32562.xml","169.089149357","
  ",""
"6107","C14562","hmdb/HMDB32563.xml","208.125200512","
  ",""
"6108","C14581","hmdb/HMDB32564.xml","196.125200512","
  ",""
"6109","C19415","hmdb/HMDB32565.xml","180.089877638","
  ",""
"6110","C11042","hmdb/HMDB32566.xml","281.813116242","Blood",""
"6111","C02499","hmdb/HMDB32582.xml","170.073164942","
  ",""
"6112","C14231","hmdb/HMDB32584.xml","224.083729628","
  ",""
"6113","C17497","hmdb/HMDB32590.xml","194.094294314","
  ",""
"6114","C10804","hmdb/HMDB32594.xml","152.047344122","
  ",""
"6115","C03005","hmdb/HMDB32609.xml","151.063328537","
  ",""
"6116","C10475","hmdb/HMDB32611.xml","162.068079564","
  ",""
"6117","C10812","hmdb/HMDB32612.xml","150.031694058","
  ",""
"6118","C00482","hmdb/HMDB32616.xml","224.068473494","Urine",""
"6119","C07112","hmdb/HMDB32619.xml","122.073164942","
  ",""
"6120","C14311","hmdb/HMDB32625.xml","136.088815006","
  ",""
"6121","C10938","hmdb/HMDB32635.xml","191.131014171","
  ",""
"6122","C10247","hmdb/HMDB32641.xml","244.109944378","
  ",""
"6123","C09951","hmdb/HMDB32644.xml","262.047738052","
  ",""
"6124","C10203","hmdb/HMDB32696.xml","300.063388116","
  ",""
"6125","C14752","hmdb/HMDB32702.xml","322.178023942","
  ",""
"6126","C18750","hmdb/HMDB32706.xml","202.062994186","
  ",""
"6127","C10415","hmdb/HMDB32707.xml","288.063388116","
  ",""
"6128","C13014","hmdb/HMDB32708.xml","186.068079564","
  ",""
"6129","C18533","hmdb/HMDB32710.xml","185.084063979","
  ",""
"6130","C14348","hmdb/HMDB32737.xml","340.167459256","
  ",""
"6131","C11001","hmdb/HMDB32782.xml","149.120449485","
  ",""
"6132","C08491","hmdb/HMDB32797.xml","210.125594442","
  ",""
"6133","C04547","hmdb/HMDB32847.xml","272.104859","
  ",""
"6134","C14082","hmdb/HMDB32860.xml","142.07825032","
  ",""
"6135","C14694","hmdb/HMDB32865.xml","219.104799421","
  ",""
"6136","C08398","hmdb/HMDB32867.xml","168.057514878","
  ",""
"6137","C11592","hmdb/HMDB32873.xml","162.05282343","
  ",""
"6138","C10401","hmdb/HMDB32876.xml","284.032087988","
  ",""
"6139","C03527","hmdb/HMDB32913.xml","194.167065326","Urine",""
"6140","C14279","hmdb/HMDB32914.xml","96.021129372","Urine","Breast cancer/Urine"
"6141","C14516","hmdb/HMDB32923.xml","142.02660868","
  ",""
"6142","C14512","hmdb/HMDB32929.xml","118.041864814","
  ",""
"6143","C14324","hmdb/HMDB32943.xml","304.10104975","
  ",""
"6144","C17717","hmdb/HMDB32948.xml","140.062600256","
  ",""
"6145","C09001","hmdb/HMDB32950.xml","178.02660868","
  ",""
"6146","C04294","hmdb/HMDB32985.xml","143.040484605","
  ",""
"6147","C03837","hmdb/HMDB32989.xml","218.057908808","
  ",""
"6148","C11115","hmdb/HMDB33002.xml","110.036779436","
  ",""
"6149","C03044","hmdb/HMDB33007.xml","90.068079564","
  ",""
"6150","C06346","hmdb/HMDB33103.xml","271.120843415","
  ",""
